integration_status,organization,data_domain,theme_category,thematic_field,nature,environment,subthematic,exposure_factor_category,dataset_name,acronym,description,filter,search_engine,integration_status,license_name,licence_type,restrictions,downloadable,broadcast_mode,geospatial_data,geographical_geospatial_coverage,administrative_territory_coverage,geographical_information_level,projection_system,related_geographical_information,related_referentials,year_start,year_end,year,temporal_scale,update_frequency,automatic_update,last_updated,format,data_format,metrics_registered_elements,Volume,measurement_data,documentation,missing_data,compliance,pricing,contact,last_inserted,last_modification,comment,related_datasets,other_access_points,link,
true,OIEau,Environnement,Environnement,Eaux,,Eau,Cartographie des zones polluées par l'eau,Polluants de l'eau,Zones vulnérables - Métropole,,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",false,true,,Licence Ouverte Etalab,Attribution,,true,,true,FXX,France métropolitaine ,LatitudeLongitude / 1:50001,,,,2020,,2020,None,Irrégulière,,2021-01-01T00:01:00.000Z,Esri Shape / SQL,,,,false,Métadonnées et Dictionnaires,,,Gratuit,ZoneVuln@oieau.fr,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,,,,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/8ddc0f01-6708-4b23-a79a-e9bac3beeee6,
true,OIEau,Environnement,Environnement,Eaux,,,Cartographie des zones polluées par l'eau,Polluants de l'eau,Zones vulnérables - Historique,,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",false,true,,Licence Ouverte Etalab,Attribution,,true,,true,FXX,France métropolitaine ,LatitudeLongitude / 1:50002,,,,2007,,2007- 2013- 2015,None,Irrégulière,,2021-01-01T00:01:00.000Z,Esri Shape / SQL,,,,false,Métadonnées et Dictionnaires,,,Gratuit,ZoneVuln@oieau.fr,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,,,,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3cc9aee4-25ee-473e-8139-f4ddfdcff7ba,
false,OIEau | AFB,Environnement,Environnement,,,,,,Système d'Information sur l'Eau,SIE,,,,,,,,,,,,,,,,,,,,Non renseigné,,,,,,,,,,,,Gratuit,,,,,,,,
false,ONF,Environnement,Environnement,Sols,Biodiversité,Sols,Ecosystèmes forestiers ,NDVI/pesticides/polluants du sol,REseau national de suivi à long terme des ECOsystèmes FORestiers,RENECOF OR,Observation de la santé du peuplement.  Description pédologique des profils du sol.  Suivi physico-chimique des sols.  Inventaire de la composition floristique.  Suivi phénologique du peuplement .  Suivi de la nutrition minérale des arbres  Suivi des chutes de litière  Suivi des dépôts atmosphériques hors et sous couvert forestier  Suivi de la chimie des solutions du sol  Suivi des concentrations en ozone de l'air et des symptômes associés sur la végétation.,true,false,false,Non renseigné,,Soumis à autorisation après évaluation du projet d'utilisation,,,true,FXX,France métropolitaine,Site,,false,,1992,,1992 - en cours,None,Irrégulière,false,2021-01-01T00:01:00.000Z,Excel XLS / CSV / Plain text / HTML,"[""Cartographie"",""texte"",""chiffres""]",102 sites d'observations,,false,Méthodologie pour la collecte disponible,,,Gratuit,ONF,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,"Les données disponibles sont actualisées au fur et à mesure de leur acquisition, de leur validation et de leur incorporation à la base de données du réseau RENECOFOR",,,http://www1.onf.fr/renecofor/sommaire/sites,
true,Public Health Executive Agency,Environnement,Santé,Air,,Air,Exposure of individuals and populations in Europe to UV radiation,Radiation,Eurosun / HelioClim 1,,"Measuring the exposure of individuals and populations in Europe to UV radiation by using the data of meteorological satellites. From the UV database prepared by ARMINES (Prof. L Wald), an atlas of UV irradiation has been developed by averaging daily UVA and UVB irradiations per month and for four 5-year periods (1988-1992; 1993-1997; 1998-2002; 2003-2007) for Europe as a whole and for individual countries in the region, for UVA, UVB and total UV irradiations, at both absolute and relative levels.",false,true,true,,,,true,,true,EUROPE,Europe,Coordonnées xy,,false,,1985,,1985 - 2005,D,Quotidienne,true,2017-01-01T00:07:00.000Z,CSV,,,,false,Documentation disponible sur le portail SoDa et Eurosun,,/,Gratuit,support-sales at soda-is dot com,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,Données issues de la base HélioClim 1 disponible sur le portail SoDa. Le calcul de l'indice d'exposition est disponible sur le portail SoDa et le site Eurosun. Une nouvelle base de données qui contient des données plus actuelles est disponible mais l'accès y est limité (voire payant): HélioClim 3,,,http://www.soda-pro.com/web-services/spectral/uv-from-helioclim-1,
true,RNSA,Environnement,Environnement,Air,,Air,Aérobiologie/Qualité de l’air/ pollens/ moisissures ,Polluants de l'air,Pollens et moisissures,Pollen,Concentrations dans l'air des pollens et des moisissures atmosphériques ,false,false,true,Non renseigné,,,true,,true,FXX,France métropolitaine,Ville,,false,,1987,,1987 - en cours,D,Hebdomadaire,,,XLS,"[""texte"",""chiffre""]",,,true,,,,Gratuit,rnsa@rnsa.fr,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,https://www.pollens.fr/reports/database,
true,Sante publique France,Environnement,Environnement,Air,,Air,Pollution atmosphérique ambiante,Pollution de l'air,Exposition à la pollution atmosphérique dans le projet Gazel'Air,Gazel'Air,"Concentration annuelle au PM2,5, PM10, NO2, O3, SO2, benzène, de 1989 à 2008",false,false,false,Non renseigné,,Convention de mise à disposition de données avec Santé PubliqueFrance,false,,true,FXX,France métropolitaine (hors Corse),Maille 2kmx2km,,false,,1989,,1989 - 2008,Y,Non renseigné,,,Esri ASCII grid,,,,false,,,,Non renseigné,dse-infosan2@santepubliquefrance.fr,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,,,,
true,Sante publique France,Santé,Santé,Air,,Air,Exposition aux métaux et activités professionnelles,Exposition professionnelles,Croisement INSEE/DARES (thèse Tim Vlaar),,"""Association des activités professionnelles et de l’exposition aux métaux avec deux maladies neurodégénératives à partir du Système National des Données de Santé""",false,false,false,Non renseigné,,"Données non accessibles, utilisées/produites dans le cadre d'une thèse",false,,true,,Non renseigné,Non renseigné,,false,,,,Non renseigné,Non renseigné,Non renseigné,,,Non renseigné,,,,false,Thèse disponible en ligne,,,Non renseigné,,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols, Indicateurs géographiques et socio-démographiques,Sols,Milieux agricoles,Pesticides/NDVI,Recensement Général Agricole,RGA,"Le Recensement Général Agricole établit des statistiques sur le nombre d’exploitations, les orientations technico-économiques des communes, les surfaces agricoles utilisées, les productions et surfaces concernées, les surfaces toujours en herbe, et les surfaces herbagères principales. Ces données sont donc qualitatives, et communales.",true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Etablissement / Coordonnées xy / Adresse,,,,1979,,1970 - 2010,None,Y10,false,2010-01-01T00:01:00.000Z,CSV / Plain text,"[""texte"",""integer""]",nb d'exploitations,,false,Quelques notes disponibles sur les tableaux interractifs,,,Gratuit,Agreste,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,"données difficilement accessibles, scindées en 16 jeux de données sur Agreste, recensement à l'échelle régionale/départementale/communale ; possible de télécharger les données via tableaux interractifs (csv) ou directement en format zip (txt)",,DataGouv,https://agreste.agriculture.gouv.fr/agreste-web/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols, Indicateurs géographiques et socio-démographiques,Sols,Milieux agricoles,Pesticides/biocides/NDVI,Utilisation du territoire,,,true,true,true,Non renseigné,,,true,,true,FRA,France métropolitaine et DROM,Département/ Région,,false,,2000,,2000-2020,None,Annuelle,,2021-01-12T00:04:00.000Z,CSV,"[""texte"",""chiffres""]",,791Ko,false,,O,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,75% des départements sont manquants,,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAANR_1/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols, Indicateurs géographiques et socio-démographiques,Sols,Milieux agricoles,Pesticides/biocides/NDVI,"Orientation, taille, statut et mode de faire-valoir des exploitations",,,true,true,true,Non renseigné,,,true,,true,FXX+GUF+MTQ+GLP+REU,France métropolitaine et DROM (sauf Mayotte),France entière/ Métropole / DOM,,false,,2016,,2016,None,Irrégulière,false,2020-01-22T00:01:00.000Z,CSV,"[""texte"",""chiffre""]",,"7,2Mo",false,Enquête sur la structure des exploitations agricoles en 2016 (ESEA),,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,,,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/ESEA16_3/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols, Indicateurs géographiques et socio-démographiques,Sols,Milieux agricoles,Pesticides/biocides/NDVI,Cultures par canton,,Ensemble des exploitationsPetites exploitationsMoyennes et grandes exploitationsMoyennes exploitationsGrandes exploitations,true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Département/ Canton,,false,,2000,2010,2000 - 2010,None,Y10,false,2019-01-03T00:12:00.000Z,CSV,"[""texte"",""chiffre""]",Nombre de cantons,"16,2Mo",false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,,RGA,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_3013/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Principales cultures par tranche de superficie et par petites régions agricoles,,EnsembleMoins de 1 hectareDe 1 à moins de 5 hectaresDe 5 à moins de 10 hectaresDe 10 à moins de 20 hectaresDe 20 à moins de 30 hectaresDe 30 à moins de 50 hectaresDe 50 à moins de 70 hectares70 hectares ou plus,true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Département/ Petites régions agricoles,,,,2000,2010,2000 - 2010,None,Y10,false,2019-01-12T00:07:00.000Z,CSV,"[""texte"",""chiffre""]",Nombre d'exploitations,"24,5Mo",false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,,RGA,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_6013_2/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Cultures par commune,,Exploitations en ayantSuperficie correspondante (hectares),true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Région/ Département/ Commune,,false,,1970,2010,1970- 1979- 1988- 2000- 2010,None,Y10,false,2018-01-02T00:03:00.000Z,Plain text,"[""texte"",""chiffre""]",Nombre de communes,"99,2Mo",false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,,RGA,https://www.data.gouv.fr/fr/datasets/agreste-donnees-communales-resultats-des-recensements-agricoles-par-commune/ DataGouv,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_1013/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Cultures par parcs nationaux et parcs régionaux,,Exploitation en superficie correspondante (hectares),true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Parc nationaux / Parcelle / Maille 1hax1ha,,false,,2000,2010,2000 - 2010,None,Y10,false,2018-01-20T00:02:00.000Z,Plain text,"[""texte"",""chiffre""]",Nombre de parcs,"722,4Ko",false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,,RGA,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_7313/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Vignes,,Nombre d'exploitations en cultivantSuperficie de la culture (ares)Superficie agricole utilisée (SAU) (hectares)Produit brut standard (PBS) (milliers d'euros)Volume de travail (UTA),true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Région/ Département,,false,,2000,2010,2000 - 2010,None,Y10,false,2017-01-13T00:12:00.000Z,Plain text,"[""texte"",""chiffre""]",Nombre d'exploitation,"578,8Ko",false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,,RGA,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_0017/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Carte interactive - part de la superficie drainée dans la superficie agricole utilisée (SAU) en 2010,,"Il s'agit ici de la superficie drainée ou assainie par un réseau de drains enterrés. Ne sont pas prises en compte les superfcies dont les drains n'évacuent plus, ni celles qui ne sont drainées que ponctuellement (captage de mouillères), à l'aide d'un seul drain et non d'un réseau.",true,true,true,Non renseigné,,,true,,true,FXX+GUF+GLP+REU+MTQ,France métropolitaine et DROM (hors Mayotte),Région/ Département/ Commune /Canton,,false,,,,2010,None,Irrégulière,false,2017-01-09T00:08:00.000Z,XLS / ODS / CSV,"[""xls"",""ods"",""csv""]",,,false,,,secret statistique,Gratuit,SSP ministère de l'Agriculture,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,,,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-saudrai10/detail/,
true,SSP  /  Ministère de l'Agriculture et de l’Alimentation,Environnement,"Agriculture, pêche, sylviculture et alimentation",Sols,,,Milieux agricoles,Pesticides/biocides/NDVI,Carte interactive - production brute standard (PBS) moyenne par exploitation en 2010,,"Les surfaces agricoles et les cheptels sont valorisés selon des coefficients permettant le calcul de la production brute standard (PBS). Ces coefficients résultent des valeurs moyennes calculées sur la période 2005 à 2009. La PBS décrit un potentielde production des exploitations et permet de les classer en « moyennes et grandes exploitations » quand elle est supérieure ou égale à 25 000 euros, en « grandes exploitations » quand elle est supérieure ou égale à 100 000 euros.",true,true,true,Non renseigné,,,true,,true,FXX+GUF+GLP+REU+MTQ,France métropolitaire et DROM (hors Mayotte),Région/ Département/ canton,,false,,,,2010,None,Irrégulière,,2017-01-09T00:08:00.000Z,XLS / ODS / CSV,"[""xls"",""ods"",""csv""]",,,false,Nomenclature Production Brute Standard,,secret statistique,Gratuit,SSP minitère de l'Agriculture,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,,,,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-pbsmoy10/detail/,
true,UMS 2006 Patrimoine Naturel,Environnement,Environnement,Air,,,Qualité de l'air,Polluants de l'air,Biosurveillance des Retombées Atmosphériques Métalliques par les Mousses,BRAMM,"Le dispositif BRAMM permet de cartographier et de modéliser les concentrations en contaminants métalliques et azoté dans des mousses forestières sur l’ensemble du territoire métropolitain. Des campagnes quinquennales sont réalisées depuis 1996 (1996, 2000, 2006, 2011 et 2016) et portent sur environ 500 sites de collectes répartis sur l’ensemble du territoire. Ces sites sont localisés en milieu rural, loin des sources locales de pollution, et forestier, sous couvert arboré. Description générale du site ; Valeurs de concentrations en éléments (Al, As, Cd, Cr, Cu, Fe, Hg, N, Ni, Pb, Sb, V, Zn + autres éléments selon les campagnes )",false,true,true,Licence SINP,,Licence SINP,true,,true,FXX,France métropolitaine,Site / Coordonnées xy,,false,,1996,2016,1996 - 2016,Y5,,false,2021-01-01T00:02:00.000Z,CSV,"[""texte"",""nombre""]",6622,"10,9 Mo",true,Brèves explications disponibles en ligne,,/,Gratuit,sleblond@mnhn.fr,2021-01-08T00:03:00.000Z,2021-01-08T00:03:00.000Z,,,OpenObs | GBIF,https://inpn.mnhn.fr/espece/jeudonnees/2567,
false,Cerema,Environnement,Environnement,Mesures de bruit,Agents Physiques,,Bruit,Bruit,Cartes stratégiques de bruit - rapportage européen,,Cartographie national de bruit produite par le Cerema pour le rapportage européen,true,true,true,Non renseigné,,Certaines données ne sont accessibles qu'aux utilisateurs connectés,true,,true,EUROPE,France métropolitaine et TOM,,,false,,,,1994,None,Non renseigné,,,xls/xml,,,,false,Métadonnées,,,Gratuit,Non trouvé,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,https://www.eionet.europa.eu/,
false,Cerema,Environnement,Transports,Nuisances air et bruit,,,Qualité de l'air et Bruit,Bruit,ORANHE,,Cartographie de bruit et de la qualité de l'air calculé par Cerema,,,false,Non renseigné,,Consultation,false,,true,ARA,Union Européenne,,,false,,2017,2022,2017 – 2022,Non renseigné,Non renseigné,,,,,,,true,,,,Gratuit,http://www.orhane.fr/contact.php,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,https://www.orhane.fr/,
false,Cerema,Environnement,Transports,Mesures de bruit,Agents physiques,,Trafic routier,Bruit,plaMADE,,Données de traffic recueillies auprès des gestionnaires d'infrastructures autoroutières,,,,Non renseigné,,Données brutes disponibles sur demande,true,,true,FXX,France métropolitaine,,,false,,,,,Non renseigné,Non renseigné,,,,,,,false,,,,Gratuit,Steve Darry -Cerema,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,Non disponible,
false,SISE Eau,Environnement,Environnement,Eau,,,Contaminants de l'eau,Polluants de l'eau,SISE-Eau,SISE-Eau,Prélèvements réalisés de janvier à décembre 2020,,,false,Licence Ouverte Etalab,,,true,,true,FRA,France métropolitaine et TOM,Commune / UDI,,false,,2016,2021,2016 - 2021,Non renseigné,,,,TXT,,,,true,,,,Gratuit,,2021-01-30T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,
false,ANSES | INERIS |ATMO France,Environnement,Environnement,Air,Pesticides,,Pesticides dans l'air,Polluants de l'air,Campagne Nationale Exploratoire des Pesticides,CNEP,"Menée par l’ANSES, lancée en juin 2018 sur 12 mois. Mesure (protocole harmonisé) de 75 substances ; 1 300 analyses pour chacune de ces substances. 100 000 données collectées sur une année, 1 800 échantillons analysés et 75 substances mesurées sur 50 sites répartis sur le territoire national",false,false,true,Non renseigné,,,true,,true,FRA,France métropolitaine et TOM,Région/ Département/ Commune / Site de mesure,,false,,2018,2019,2018-2019,Non renseigné,Non renseigné,false,2020-01-29T00:06:00.000Z,xlsx,"[""texte"",""nombre""]",,,true,Rapport ANSES et métadonnées,,,Gratuit,ANSES,2021-01-04T00:08:00.000Z,2021-01-04T00:08:00.000Z,,,,https://www.lcsqa.org/fr/rapport/resultats-de-la-campagne-nationale-exploratoire-de-mesure-des-residus-de-pesticides-dans,
false,ARS,Environnement,Environnement,Eau,Indicateurs géographiques et socio-démographiques,,Qualité de l'eau,Polluants de l'eau,Couches géographiques des secteurs,,Couches géographiques des secteurs appartenant à une même UDI par région et par année,false,true,true,Non renseigné,,Données brutes,true,,true,FRA,France métropolitaine,Région / Commune,,true,,2015,2020,2015-2020,Non renseigné,Annuelle,false,,csv,"[""texte"",""nombre""]",,,,,,,Gratuit,Atlasanté,2021-01-05T00:08:00.000Z,2021-01-05T00:08:00.000Z,,,,https://www.atlasante.fr/geonetwork/srv/fre/catalog.search#/home,
