acronym,administrative_territory_coverage,automatic_update,broadcast_mode,contact,contact_type,data_domain,data_format,dataset_type,description,downloadable,environment,exposure_factor,exposure_factor_category,geographical_geospatial_coverage,geographical_information_level,has_compliance,has_documentation,has_filter,has_missing_data,has_pricing,has_restrictions,has_search_engine,is_geospatial_data,is_opendata,license_name,license_type,link,measurement_data,name,nature,organizations,other_access_points,projection_system,related_datasets,related_geographical_information,related_referential,state,subthematic,temporal_scale,theme_category,update_frequency,volume,year,year_end,year_start
,"[""France et DROM (depuis 2015)""]",true,"[""Process""]",sandre@sandre.eaufrance.fr,"[""email""]",Environnement,"[""csv"",""plain text""]",dataset,"Chaque point d'eau est doté d'un code national. Il s'agit du code du dossier du point d'eau au sein de la Banque du Sous-Sol (BSS). Il est constitué de la concaténation de l'indice BSS (10 caractères) et de la désignation BSS (6 caractères) séparé par un caractère ""/"". Chaque point d'eau est localisé par ses coordonnées géographiques dans le cadre d'un système de projection et rattaché à la commune sur le territoire de laquelle, il est situé. L'affectation de la commune, altitude , les coordonées géographiques au point d'eau est sous la responsabilité des services géologiques régionaux du BRGM dans le cadre de sa mision de gestion de la BSS. Les informations sur les points d'eau relèvent de la responsabilité des gestionnaires des différentes fonctions du point d'eau.",true,"[""Eau""]","[""""]","[""polluants de l'eau""]","[""FRA""]",coordonnées x/y,false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/point-deau-pte/,true,Point d'eau ADES,,"[{""name_en"":""BRGM"",""name_fr"":""BRGM"",""id"":""618828fd32132fc0e1c3b65b""}]","[""Infoterre / Sandre""]","[""""]",[],true,,true,Qualité de l'eau,N/A,Environnement,Ponctuelle,,"[""""]",,
Pollen,"[""France métropolitaine""]",false,"[""Portail""]",rnsa@rnsa.fr,"[""email""]",Environnement,"[""esri shape"",""geojson"",""sql""]",dataset,Concentrations dans l'air des pollens et des moisissures atmosphériques  Indice de risque allergique,true,"[""Air""]","[""""]","[""polluants de l'air""]","[""FXX""]",Ville,false,false,true,false,true,true,true,true,,Non renseigné,"[""""]",https://www.pollens.fr/reports/database,true,Pollens et moisissures,,"[{""name_en"":""RNSA"",""name_fr"":""RNSA"",""id"":""618828fd32132fc0e1c3b671""}]","[""""]","[""""]",[],true,,true,"A􏰃robiologie, Qualit􏰃 de l􏰁air : pollens, moisissures ",Journalier,Environnement,Hebdomadaire,,"[""1987 - en cours""]",,1987
PREV'AIR,"[""France métropolitaine et DROM""]",true,"[""Portail""]",prevair@ineris.fr,"[""email""]",Environnement,"[""esri shape"",""sql""]",dataset,"Système opérationel de prévision de la qualité de l'air. Modélisation des concentrations d'ozone, NO2, PM10, PM2.5, en moyenne journalière et en pics horaires sur l'Europe et la France",true,"[""Air""]","[""phosphore, azote""]","[""polluants de l'air""]","[""FRA+MAF+BLM""]",lat/long,false,false,false,false,true,false,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/mise-a-disposition-de-donnees-de-qualite-de-lair-sur-la-france-www-prevair-org-1/#_,true,PREV'AIR,,"[{""name_en"":""INERIS"",""name_fr"":""INERIS"",""id"":""618828fd32132fc0e1c3b654""}]","[""""]","[""""]",[],false,,true,Qualité de l'air,Journalier,Environnement,Quotidienne,,"[""02/2021 - 03/2021""]",2021,2021
,"[""France métropolitaine""]",true,"[""Portail""]",SSP ministère de l'Agriculture,"[""email""]",Environnement,"[""esri shape"",""sql""]",dataset,EnsembleMoins de 1 hectareDe 1 à moins de 5 hectaresDe 5 à moins de 10 hectaresDe 10 à moins de 20 hectaresDe 20 à moins de 30 hectaresDe 30 à moins de 50 hectaresDe 50 à moins de 70 hectares70 hectares ou plus,true,"[""""]","[""nitrates et composants azotés""]","[""pesticides"",""biocides"",""ndvi""]","[""FXX""]",Département|  Petites régions agricoles,false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_6013_2/detail/,true,Principales cultures par tranche de superficie et par petites régions agricoles,,"[{""name_en"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""name_fr"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""id"":""618828fd32132fc0e1c3b673""}]","[""""]","[""""]",[],false,,true,Milieux agricoles,N/A,"Agriculture, pêche, sylviculture et alimentation",Toutes les décennies,"24,5Mo","[""2000 et 2010""]",,2000
,"[""France métropolitaine""]",true,"[""Portail""]",MTES,"[""email""]",Environnement,"[""esri shape"",""sql""]",dataset,Base de données de produits biocides déclarés,true,"[""""]","[""nitrates et composants azotés""]","[""pesticides"",""biocides"",""ndvi"",""métaux""]","[""FXX""]",,false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/produits-biocides-30381961/,true,Produits Biocides,Pesticides,"[{""name_en"":""MTES"",""name_fr"":""MTES"",""id"":""618828fd32132fc0e1c3b668""}]","[""""]","[""""]",[],true,,true,Biocides,N/A,Environnement,Irrégulière,"21,6 Mo","[""N/A""]",,
,"[""""]",false,"[""""]",Ifremer,"[""email""]",Environnement,"[""""]",dataset,"Paramètres physiques, chimiques et biologiques de description de l'environnement du littoral français, Plus de 1500 paramètres en base en 2018. Paramètres suivis : Contaminants chimiquesHydrologiePhytoplanctonBenthos de substrats meublesBenthos de substrat dur - CorailBenthos de substrat dur - Poisson",true,"[""Eaux""]","[""""]","[""polluants de l'eau""]","[""""]",Site de mesure,false,false,true,false,true,true,true,true,,Non renseigné,"[""""]",https://quadrige.eaufrance.fr/Acces-aux-donnees/Surval/Donnees-par-parametre#/map,true,Quadrige 2,,"[{""name_en"":""IFREMER"",""name_fr"":""IFREMER"",""id"":""618828fd32132fc0e1c3b663""}]","[""""]","[""""]",[],true,,true,Qualité des eaux littorales ,Irrégulière,Environnement,Régulière,,"[""1974 - en cours""]",,1974
RGA,"[""France métropolitaine""]",true,"[""Portail""]",Agreste,"[""email""]",Environnement,"[""excel xls"",""csv"",""plain text"",""html""]",dataset,"Le Recensement Général Agricole établit des statistiques sur le nombre d’exploitations, les orientations technico-économiques des communes, les surfaces agricoles utilisées, les productions et surfaces concernées, les surfaces toujours en herbe, et les surfaces herbagères principales. Ces données sont donc qualitatives, et communales.",true,"[""Sols""]","[""""]","[""pesticides"",""ndvi""]","[""FXX""]",Siège exploitation agricole (coordonnées x/y),false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://agreste.agriculture.gouv.fr/agreste-web/,true,Recensement Général Agricole,Indicateurs géographiques et socio-démographiques,"[{""name_en"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""name_fr"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""id"":""618828fd32132fc0e1c3b673""}]","[""DataGouv""]","[""""]",[],false,,true,Milieux agricoles,N/A,"Agriculture, pêche, sylviculture et alimentation",Tous les 10 à 12 ans,,"[""1970 - 2010""]",,1979
,"[""Europe""]",false,"[""Portail""]",adl.dreal-pdl@developpement-durable.gouv.fr,"[""email""]",Référentiel,"[""csv""]",dataset,,true,"[""Eau""]","[""uv""]","[""polluants de l'eau""]","[""EUROPE""]",,false,false,true,false,true,true,true,true,,Non renseigné,"[""""]",https://www.data.gouv.fr/fr/datasets/bassins-versants-des-masses-deau-loire-bretagne/,true,Référentiel masse d’eau (+ Bassins Versants),,"[{""name_en"":""Agence de l'eau Loire-Bretagne"",""name_fr"":""Agence de l'eau Loire-Bretagne"",""id"":""618828fd32132fc0e1c3b655""}]","[""https://geo.data.gouv.fr/fr/datasets/b28a0cdbbf507bbd08387dc7f5f49214a10aa59f""]","[""""]",[],true,,true,Référentiel de masse d'eau,,Environnement,Tous les 6 ans,,"[""2016""]",,2016
IREP,"[""France métropolitaine""]",true,"[""Portail""]",georisques@developpement-durable.gouv.fr,"[""email""]",Environnement,"[""xls""]",dataset,"Ce registre des rejets et des transferts de polluants (RRTP) est un inventaire national :- des substances chimiques et/ou des polluants potentiellement dangereux rejetés dans l'air, l'eau et le sol- de la production et du traitement des déchets dangereux et non dangereuxDéclaration annuelles des déchets et des émissions polluantes dans l'air, l'eau, le sol par les exploitants des installations classées soumises à l'arrêté du 31 janvier 2008 ; Les déclarations portent sur 160 polluants dans l'air et dans l'eau, 130 dans le sol et environ 850 déchets",true,"[""Sols"",""Eau"",""Air""]","[""pollens"",""moisissures""]","[""""]","[""FXX""]",Site (coordonnées x/y),false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/registre-francais-des-emissions-polluantes/#_,true,Registre Français des émissions polluantes,,"[{""name_en"":""MTES"",""name_fr"":""MTES"",""id"":""618828fd32132fc0e1c3b668""}]","[""Géorisques""]","[""""]",[],true,,true,Emissions polluantes et Déchets,N/A,Environnement,Ponctuellement,60 Mo,"[""2003 - en cours""]",,2003
RPG,"[""France métropolitaine (hors Corse)""]",false,"[""Process""]",ASP,"[""email""]",Environnement,"[""esri ascii grid""]",dataset,Le registre parcellaire graphique est une base de données géographiques servant de référence à l'instruction des aides de la politique agricole commune (PAC).,true,"[""Sols""]","[""pm2,5"",""pm10"",""no2"",""o3"",""so2"",""benzène""]","[""pesticides"",""biocides"",""ndvi""]","[""FXX""]",Parcelles (coordonnées x/y),true,true,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/registre-parcellaire-graphique-rpg-contours-des-parcelles-et-ilots-culturaux-et-leur-groupe-de-cultures-majoritaire/,true,Registre Parcellaire Graphique,,"[{""name_en"":""ASP"",""name_fr"":""ASP"",""id"":""618828fd32132fc0e1c3b65a""},{""name_en"":""IGN"",""name_fr"":""IGN"",""id"":""618828fd32132fc0e1c3b664""}]","[""Geoportail / Portail de l'ASP""]","[""RGF93"",""Lambert-93"",""UTM""]",[],true,,true,Milieux agricoles,N/A,"Agriculture, pêche, sylviculture et alimentation",Annuelle,impossible de télécharger les données via datagouv (error proxy),"[""depuis 2010""]",,2010
OSUR,"[""Non renseigné""]",false,"[""Process""]",stations_OSUR@eau-loire-bretagne.fr,"[""email""]",Environnement,"[""non renseigné""]",dataset,,true,"[""Eau""]","[""métaux""]","[""polluants de l'eau""]","[""""]",Station de mesure,false,false,true,false,true,true,true,true,,Licence Ouverte,"[""Attribution""]",http://carmen.carmencarto.fr/179/OSUR.map,true,Réseau de mesure pour la mesure de la qualité des eaux de surface,,"[{""name_en"":""Agence de l'eau Loire-Bretagne"",""name_fr"":""Agence de l'eau Loire-Bretagne"",""id"":""618828fd32132fc0e1c3b655""}]","[""""]","[""""]",[],true,,true,Réseaux de mesure de stations,,Environnement,Non renseigné,,"[""1971 - en cours""]",,1971
RMQS,"[""France métropolitaine et DROM""]",true,"[""Portail""]",Nicolas Saby  infosol@orleans.inra.fr,"[""email""]",Environnement,"[""csv"",""plain text""]",dataset,"Suivi de 2200 sites répartis uniformément sur le territoire français (métropole et outre-mer) selon une maille carrée de 16 km de côté ; Analyses physico-chimiques ; Eléments traces ; Occupations du sol ; Pratiques culturales; polluants organiques (HAP, Dioxines, furanes, PCB, pesticides organochlorés) ; analyses biologiques",false,"[""Sols""]","[""phénols"",""organochlorés"",""organophosphorés"",""autres composés organiques"",""métauxndvi"",""...""]","[""polluants du sol"",""composés organiques"",""métaux""]","[""FRA""]",Maillage (16 km / 16 km),true,true,true,false,true,true,true,true,,Licence CC0,"[""""]",https://data.inrae.fr/dataset.xhtml?persistentId=doi:10.15454/UEZXBY,true,Réseau de Mesures de la Qualité des Sols (RMQS),,"[{""name_en"":""GIS SOL"",""name_fr"":""GIS SOL"",""id"":""618828fd32132fc0e1c3b65f""}]","[""INRAe / GIS Sol""]","[""""]",[],true,,true,Qualité des sols,N/A,Environnement,Irrégulière,,"[""2001 - en cours""]",,2001
RENECOF OR,"[""France métropolitaine et DROM""]",true,"[""Portail""]",ONF,"[""email""]",Environnement,"[""csv""]",dataset,Description générale du site  Mesures dendrométriques  Observation de la santé du peuplement  Description pédologique des profils du sol  Suivi physico-chimique des sols  Inventaire de la composition floristique  Suivi phénologique du peuplement  Suivi de la nutrition minérale des arbres   Suivi des chutes de litière   Suivi des dépôts atmosphériques hors et sous couvert forestier   Suivi de la chimie des solutions du sol   Suivi météorologique   Suivi des concentrations en ozone de l'air et des symptômes associés sur la végétation,false,"[""Sols""]","[""""]","[""ndvi"",""pesticides"",""polluants du sol""]","[""FRA""]",Site d'observation,false,true,true,false,true,true,true,true,,Non renseigné,"[""""]",http://www1.onf.fr/renecofor/sommaire/sites,true,REseau national de suivi à long terme des ECOsystèmes FORestiers,Biodiversité,"[{""name_en"":""ONF"",""name_fr"":""ONF"",""id"":""618828fd32132fc0e1c3b66f""}]","[""""]","[""""]",[],true,,true,Ecosystèmes forestiers ,N/A,Environnement,Irrégulière,,"[""1992 - en cours""]",,1992
,"[""France métropolitaine et DROM (sauf Mayotte)""]",false,"[""Portail""]",demande@bruitparif.fr,"[""email""]",Environnement,"[""csv""]",dataset,"Données de mesure et indicateurs de bruit (indicateurs énergétiques, indicateurs événementiels, indice grand public Harmonica) issus des stations permanentes de Bruitparif (plus de 50 stations permanentes) ainsi que des campagnes de mesure (plus de 600 mesures de court terme). Le nombre de sites de mesure est en progression constante.Liste des pics de bruit liés à des survols aéronefs sur les stations de mesure du bruit aéroportuaire (avec caractéristiques acoustiques associés)",true,"[""""]","[""""]","[""bruit""]","[""FXX+GUF+MTQ+GLP+REU""]",Site de mesure,false,false,true,false,true,true,true,true,,Non renseigné,"[""""]",https://rumeur.bruitparif.fr/,true,RUMEUR,Agents Physiques,"[{""name_en"":""Bruitparif"",""name_fr"":""Bruitparif"",""id"":""618828fd32132fc0e1c3b65c""}]","[""""]","[""""]",[],true,,true,Mesures de bruit,Horaire,Environnement,Non renseigné,,"[""2009 - en cours""]",,2009
SINOE,"[""France métropolitaine et DROM""]",false,"[""Portail""]",ADEME,"[""email""]",Environnement,"[""csv""]",dataset,"Localisation des sites de traitement des déchets, noms des opérateurs, description des déchets entrant dans les sites, analyse des coûts de la gestion des déchets",true,"[""Sols""]","[""""]","[""déchets""]","[""FRA""]",Site de traitement (adresse|  coordonnées x/y),false,true,true,true,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.sinoe.org/index,true,SINOE,,"[{""name_en"":""ADEME"",""name_fr"":""ADEME"",""id"":""618828fd32132fc0e1c3b652""}]","[""Portail de l'Ademe"",""DataGouv""]","[""""]",[],true,,true,"Gestion des déchets, Développement durable",,Environnement,Régulière ,,"[""2004 - en cours""]",,2004
SISE-Eau,"[""France métropolitaine et DROM""]",false,"[""Portail""]",,"[""email""]",Environnement,"[""csv""]",dataset,Prélèvements réalisés de janvier à décembre 2020,true,"[""""]","[""""]","[""polluants de l'eau""]","[""FRA""]",Commune / UDI,false,false,false,false,true,false,false,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,true,SISE-Eau,,"[{""name_en"":""SISE Eau"",""name_fr"":""SISE Eau"",""id"":""618828fe32132fc0e1c3b676""}]","[""""]","[""""]",[],true,,true,Contaminants de l'eau,,Environnement,,,"[""2016 - 2021""]",,2016
INTAIRIEU R,"[""France métropolitaine et DROM""]",false,"[""Portail""]",INERIS,"[""email""]",Environnement,"[""plain text""]",dataset,"Description générale de l'établissement (type de construction, ventilation,...), prélèvements et résultats d'analyse correspondants sur les substances visées par le décret du 05 janvier 2012",true,"[""Air""]","[""""]","[""polluants de l'air intérieur""]","[""FRA""]",Etablissement (adresse),false,true,true,false,true,true,true,true,,Non renseigné,"[""""]",,true,Surveillance de la qualité de l'air dans les établissements recevant du public,,"[{""name_en"":""INERIS"",""name_fr"":""INERIS"",""id"":""618828fd32132fc0e1c3b654""}]","[""https://surveillance-air-interieur.ineris.fr/""]","[""""]",[],true,,true,Qualité de l'air dans les établissements recevant du public ,2 prélèvements sur une année par établissement ,Santé, tous les 7 ans si aucun dépassement constaté,,"[""2014 - en cours""]",,2014
SISE-Eaux,"[""France métropolitaine et DROM""]",true,"[""Portail""]",DGS,"[""email""]",Environnement,"[""plain text""]",dataset,"Descriptif général des installations de captage, production et distribution des eaux ; Descriptif des sites de baignade ; Descriptif des points de surveillance ; Résultats d'analyses du contrôle sanitaire des eaux destinées à la consommation humaine, des eaux minérales, des eaux de baignade et pour certains départements des eaux de piscine",true,"[""Eau""]","[""""]","[""polluants de l'eau de boisson""]","[""FRA""]",point d'eau (coordonnées x/y),true,false,false,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://ades.eaufrance.fr/Recherche,true,Système d'information en Santé-Environnement sur les Eaux,,"[{""name_en"":""DGS / Ministère de la Santé et des Solidarités"",""name_fr"":""DGS / Ministère de la Santé et des Solidarités"",""id"":""618828fd32132fc0e1c3b669""}]","[""https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_""]","[""Coordonnées x"",""y""]",[],false,,true,Qualité des eaux,N/A,Environnement,Semestre (via ADES),,"[""1994 - en cours""]",,1994
SIE,,false,[],,"[""email""]",Environnement,,dataset,,false,"[""""]",[],"[""""]",,,false,false,false,false,false,false,false,false,,,"[""""]",,false,Système d'Information sur l'Eau,,"[{""name_en"":""OIEau"",""name_fr"":""OIEau"",""id"":""618828fd32132fc0e1c3b66d""},{""name_en"":""AFB"",""name_fr"":""AFB"",""id"":""618828fd32132fc0e1c3b66e""}]","[""""]","[""""]",[],false,,true,,,Environnement,,,"[""""]",,
,"[""France métropolitaine et DROM""]",true,"[""Portail""]",IRSN,"[""email""]",Environnement,"[""plain text""]",dataset,Rayonnement gamma dans l'air ambiant,true,"[""""]","[""""]","[""radioactivité""]","[""FRA""]",Site de mesure / Commune,false,false,true,false,true,false,true,true,,Non renseigné,"[""""]",https://www.mesure-radioactivite.fr/#/ (RNM),true,Téléray,Agents Physiques,"[{""name_en"":""IRSN"",""name_fr"":""IRSN"",""id"":""618828fd32132fc0e1c3b666""}]","[""https://remon.jrc.ec.europa.eu/ (Remon)http://teleray.irsn.fr/#mappage\u0026ui-state=dialog""]","[""""]",[],false,,true,Rayonnements ionisants,Journalier,Environnement,Temps réel,,"[""1993 - en cours""]",,1993
,"[""France métropolitaine et DROM (hors Mayotte)""]",false,"[""Portail""]",SSP ministère de l'Agriculture,"[""email""]",Environnement,"[""xls"",""ods"",""csv""]",dataset,,true,"[""Sols""]","[""""]","[""pesticides"",""biocides"",""ndvi""]","[""FXX+GUF+GLP+REU+MTQ""]",Département|  Région,false,false,true,false,true,true,true,true,,Non renseigné,"[""""]",https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAANR_1/detail/,true,Utilisation du territoire,Indicateurs géographiques et socio-démographiques,"[{""name_en"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""name_fr"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""id"":""618828fd32132fc0e1c3b673""}]","[""""]","[""""]",[],true,,true,Milieux agricoles,N/A,"Agriculture, pêche, sylviculture et alimentation",Annuelle,791Ko,"[""2000-2020""]",,2000
,"[""France métropolitaire et DROM (hors Mayotte)""]",true,"[""Portail""]",SSP ministère de l'Agriculture,"[""email""]",Environnement,"[""xls"",""ods"",""csv""]",dataset,Nombre d'exploitations en cultivantSuperficie de la culture (ares)Superficie agricole utilisée (SAU) (hectares)Produit brut standard (PBS) (milliers d'euros)Volume de travail (UTA),true,"[""""]","[""""]","[""pesticides"",""biocides"",""ndvi""]","[""FXX+GUF+GLP+REU+MTQ""]",Région|  Département,false,false,true,false,true,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_0017/detail/,true,Vignes,,"[{""name_en"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""name_fr"":""SSP  /  Ministère de l'Agriculture et de l’Alimentation"",""id"":""618828fd32132fc0e1c3b673""}]","[""""]","[""""]",[],true,,true,Milieux agricoles,N/A,"Agriculture, pêche, sylviculture et alimentation",Toutes les décennies,"578,8Ko","[""2000"",""2010""]",,2000
,"[""France métropolitaine""]",false,"[""API""]",,"[""email""]",Environnement,"[""csv""]",dataset,"The XENAIR project will investigate the association of breast cancer risk (overall and by hormone receptor status) with chronic exposure to selected air pollutants, including particulate matter, nitrogen dioxide (NO2), ozone (O3), BaP, dioxins, PCB-153, and cadmium. Une convention a été élaborée par ATMO France avec le Centre de recherche Léon Bérard afin de valoriser les données issues de Gazel Air dans le cadre du projet Xenair, financé par la Fondation ARC pour la recherche sur le cancer.",true,"[""Air""]","[""métaux""]","[""polluants de l'air""]","[""FXX""]",Non renseigné,false,false,true,false,false,true,true,true,,Non renseigné,"[""""]",,true,Xenair,,"[{""name_en"":""INERIS"",""name_fr"":""INERIS"",""id"":""618828fd32132fc0e1c3b654""}]","[""""]","[""""]",[],true,,true,Qualité de l’air : pollution atmosphérique ,Non renseigné,Environnement,Non renseigné,,"[""Non renseigné""]",,
,"[""""]",false,"[""Portail""]",sandre@sandre.eaufrance.fr,"[""email""]",Environnement,"[""""]",dataset,"L'article R211-94 du code de l'environnement, transposant dans le droit français l'article 5 et l'annexe II de la directive Eaux Résiduelles Urbaines (91/271/EEC UWWT) définit les zones sensibles comme les masses d'eau particulièrement sensibles aux pollutions, notamment celles dont il est établi qu'elles sont eutrophes ou pourraient devenir eutrophes à brève échéance si des mesures ne sont pas prises, et dans lesquelles les rejets de phosphore, d'azote ou de ces deux substances doivent, s'ils sont cause de ce déséquilibre, être réduits.",true,"[""Eau""]","[""""]","[""polluants de l'eau""]","[""""]",lat/long  1/50 000,true,false,true,false,false,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/de76fc76-3285-45ff-8e46-b54cc34ee870,true,Zones sensibles - France entière,,"[{""name_en"":""OIEau"",""name_fr"":""OIEau"",""id"":""618828fd32132fc0e1c3b66d""}]","[""""]","[""""]",[],true,,true,Cartographie des masses d'eau sensibles à la pollution,N/A,Environnement,Irrégulière,,"[""2018""]",,2018
,"[""""]",false,"[""Portail""]",ZoneVuln@oieau.fr,"[""email""]",Environnement,"[""""]",dataset,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",true,"[""""]","[""""]","[""polluants de l'eau""]","[""""]",lat/long  1/50 001,true,false,true,false,false,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3cc9aee4-25ee-473e-8139-f4ddfdcff7ba,true,Zones vulnérables - Historique,,"[{""name_en"":""OIEau"",""name_fr"":""OIEau"",""id"":""618828fd32132fc0e1c3b66d""}]","[""""]","[""""]",[],false,,true,Cartographie des zones polluées par l'eau,N/A,Environnement,Irrégulière,,"[""2007"",""2013"",""2015""]",,2007
,"[""""]",false,"[""Portail""]",ZoneVuln@oieau.fr,"[""email""]",Environnement,"[""""]",dataset,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",true,"[""Eau""]","[""""]","[""polluants de l'eau""]","[""""]",lat/long  1/50 002,true,false,true,false,false,true,true,true,,Licence Ouverte Etalab,"[""Attribution""]",https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/8ddc0f01-6708-4b23-a79a-e9bac3beeee6,true,Zones vulnérables - Métropole,,"[{""name_en"":""OIEau"",""name_fr"":""OIEau"",""id"":""618828fd32132fc0e1c3b66d""}]","[""""]","[""""]",[],false,,true,Cartographie des zones polluées par l'eau,N/A,Environnement,Irrégulière,,"[""2020""]",,2020
